Room Number,Appliance Type,Status,Last Maintenance Date,Usage Hours,Days Since Maintenance,Average_Daily_Usage,Device_Year,Warranty Year
2384,Mini Fridge,Working,9/14/2023,4867,642,7,2021,2025
2384,Television,Not Working,6/19/2024,4620,363,12,2016,2019
2384,Coffee Maker,Working,7/16/2023,4448,702,6,2015,2017
2385,Television,Working,3/17/2025,3788,91,24,2018,2022
2385,Hair Dryer,Noisy,5/26/2025,4474,22,24,2021,2024
2385,Heater,Noisy,10/27/2023,3940,598,7,2018,2023
2385,Coffee Maker,Overheating,1/17/2023,2631,882,3,2023,2027
2385,Air Conditioner,Working,9/7/2024,2452,282,9,2020,2022
2385,Lamp,Working,8/3/2023,2880,684,4,2019,2021
2385,Mini Fridge,Low performance,10/20/2024,4012,239,17,2015,2017
2386,Air Conditioner,Working,4/10/2025,3744,68,24,2014,2016
2386,Lamp,Working,1/11/2023,1003,888,1,2016,2019
2386,Heater,Flickering,10/22/2023,3429,603,5,2017,2020
2386,Coffee Maker,Unresponsive,9/17/2023,1533,638,2,2023,2026
2386,Television,Working,8/22/2023,2822,665,4,2017,2022
2386,Hair Dryer,Working,7/26/2023,991,691,1,2021,2023
2387,Heater,Working,11/14/2024,3561,214,16,2019,2022
2387,Coffee Maker,Low performance,5/1/2023,5028,778,7,2016,2020
2387,Air Conditioner,Noisy,2/21/2023,1571,846,2,2022,2027
2387,Lamp,Working,4/22/2025,4061,56,24,2016,2018
2387,Television,Working,4/1/2023,3686,808,4,2023,2028
2387,Mini Fridge,Not Working,12/11/2023,2495,553,4,2014,2017
2388,Coffee Maker,Working,5/31/2025,2352,16,24,2015,2017
2388,Lamp,Flickering,3/22/2024,1547,452,4,2022,2024
2388,Television,Working,4/15/2024,3235,428,8,2018,2022
2388,Heater,Flickering,9/25/2023,483,630,1,2019,2023
2388,Air Conditioner,Working,8/16/2024,4810,304,17,2016,2019
2388,Mini Fridge,Working,7/2/2024,4128,349,12,2014,2018
2388,Hair Dryer,Overheating,7/8/2024,600,343,2,2020,2022
2389,Television,Working,5/16/2023,4823,763,6,2022,2027
2389,Heater,Working,10/28/2024,4760,232,19,2019,2021
2389,Lamp,Noisy,2/11/2024,4333,492,8,2020,2022
2389,Hair Dryer,Working,12/15/2023,1032,550,2,2018,2023
2389,Coffee Maker,Overheating,1/23/2023,1949,876,2,2019,2021
2389,Air Conditioner,Working,11/3/2023,785,592,1,2017,2020
2389,Mini Fridge,Working,4/16/2025,625,62,9,2015,2019
2390,Coffee Maker,Noisy,6/18/2023,2396,729,3,2023,2028
2390,Heater,Working,1/22/2023,3156,876,4,2017,2020
2390,Air Conditioner,Flickering,11/26/2023,830,568,1,2017,2019
2390,Television,Working,2/14/2024,3223,489,7,2021,2023
2390,Lamp,Noisy,6/16/2025,4788,1,24,2022,2024
2390,Mini Fridge,Working,12/27/2024,2924,172,15,2019,2022
2391,Hair Dryer,Working,5/26/2025,1760,21,24,2015,2019
2391,Television,Overheating,4/16/2025,2144,61,24,2024,2029
2391,Mini Fridge,Unresponsive,11/21/2023,4076,573,8,2018,2023
2391,Heater,Working,8/12/2024,3221,308,10,2022,2026
2391,Coffee Maker,Leaking,12/2/2024,2446,197,13,2014,2017
2391,Air Conditioner,Noisy,10/21/2023,2577,604,4,2017,2020
2392,Television,Working,11/1/2024,2815,227,13,2016,2018
2392,Hair Dryer,Working,12/10/2023,3925,555,7,2021,2026
2392,Mini Fridge,Low performance,2/18/2024,4109,485,9,2023,2026
2392,Heater,Working,8/2/2024,4965,318,16,2022,2027
2392,Coffee Maker,Working,1/6/2023,2296,893,2,2014,2016
2392,Lamp,Low performance,7/7/2023,2553,710,3,2015,2019
2392,Air Conditioner,Working,3/6/2024,2278,468,4,2023,2025
2393,Television,Not Working,2/24/2023,1261,843,2,2014,2017
2393,Hair Dryer,Working,3/19/2023,4072,820,5,2022,2024
2393,Mini Fridge,Working,4/23/2024,730,420,2,2018,2021
2393,Air Conditioner,Not Working,11/24/2023,760,571,2,2020,2022
2393,Coffee Maker,Working,8/19/2023,3200,668,4,2019,2021
2393,Lamp,Unresponsive,3/31/2023,2530,809,2,2024,2027
2394,Lamp,Working,4/9/2023,829,800,1,2024,2028
2394,Heater,Working,1/25/2023,622,874,1,2019,2021
2394,Hair Dryer,Overheating,12/4/2024,3197,195,15,2024,2026
2394,Air Conditioner,Noisy,5/2/2023,1145,776,2,2015,2018
2394,Mini Fridge,Working,4/18/2024,1932,425,4,2017,2021
2394,Coffee Maker,Working,1/28/2023,4491,871,6,2016,2021
2394,Television,Noisy,4/20/2023,4726,788,7,2016,2018
2395,Mini Fridge,Working,4/15/2025,2773,62,24,2024,2027
2395,Coffee Maker,Working,5/8/2024,2463,404,6,2022,2027
2395,Lamp,Leaking,10/3/2023,800,623,2,2022,2027
2395,Heater,Working,1/9/2024,1252,524,2,2021,2025
2395,Hair Dryer,Working,6/26/2023,2463,722,3,2014,2019
2395,Television,Noisy,11/27/2023,4868,567,9,2020,2025
2396,Hair Dryer,Working,4/22/2025,718,55,18,2021,2024
2396,Lamp,Noisy,8/25/2023,799,662,1,2021,2026
2396,Mini Fridge,Working,2/28/2025,581,109,6,2020,2025
2396,Coffee Maker,Working,12/11/2024,1730,188,8,2016,2018
2396,Air Conditioner,Leaking,11/12/2024,1361,216,6,2024,2026
2396,Television,Working,8/5/2023,732,681,1,2018,2021
2397,Mini Fridge,Working,9/14/2023,4243,642,6,2024,2028
2397,Hair Dryer,Overheating,12/3/2023,4505,562,8,2014,2017
2397,Air Conditioner,Working,1/21/2023,4733,878,5,2016,2019
2397,Coffee Maker,Working,2/20/2025,1383,117,10,2022,2026
2397,Television,Overheating,10/7/2023,500,619,1,2021,2023
2397,Heater,Working,2/3/2024,482,500,1,2016,2018
2398,Coffee Maker,Noisy,4/1/2025,4289,76,24,2022,2025
2398,Lamp,Working,1/2/2023,629,897,1,2023,2026
2398,Air Conditioner,Working,11/1/2024,661,227,3,2017,2019
2398,Television,Noisy,1/17/2023,2500,881,3,2020,2022
2398,Mini Fridge,Leaking,6/27/2023,4896,721,7,2014,2017
2398,Hair Dryer,Working,7/23/2024,994,329,4,2017,2020
2398,Heater,Working,11/2/2023,3915,592,6,2023,2026
2399,Heater,Overheating,4/19/2023,2600,790,3,2018,2022
2399,Television,Working,4/15/2025,3896,63,24,2015,2018
2399,Mini Fridge,Working,11/6/2023,4121,588,6,2020,2024
2399,Hair Dryer,Not Working,5/21/2023,4528,757,5,2021,2025
2399,Lamp,Working,1/30/2024,3576,504,7,2022,2027
2399,Coffee Maker,Working,2/27/2024,4144,475,9,2019,2024
2399,Air Conditioner,Working,5/7/2024,3318,406,8,2017,2022
2400,Air Conditioner,Low performance,1/4/2023,1673,894,2,2019,2022
2400,Mini Fridge,Working,5/20/2023,3613,758,4,2021,2023
2400,Lamp,Unresponsive,1/20/2024,4227,514,8,2024,2027
2400,Hair Dryer,Working,9/4/2023,1788,651,2,2015,2017
2400,Television,Working,6/16/2025,2749,1,24,2015,2018
2400,Heater,Noisy,2/27/2024,2923,476,6,2016,2018
2401,Heater,Working,10/25/2023,599,601,1,2020,2023
2401,Television,Working,4/23/2024,1515,420,4,2023,2026
2401,Coffee Maker,Leaking,5/22/2024,2195,390,6,2019,2022
2401,Mini Fridge,Working,9/5/2024,623,285,2,2020,2025
2401,Hair Dryer,Working,1/6/2025,1476,162,9,2015,2017
2401,Lamp,Leaking,3/27/2025,4413,81,24,2016,2021
2401,Air Conditioner,Working,2/14/2023,631,854,1,2023,2026
2402,Lamp,Working,6/14/2023,2773,734,4,2024,2028
2402,Television,Leaking,2/2/2023,3138,865,3,2018,2020
2402,Air Conditioner,Flickering,6/16/2023,2760,732,4,2024,2026
2402,Heater,Working,8/2/2023,3213,685,4,2024,2028
2402,Mini Fridge,Working,5/3/2025,3861,44,24,2020,2022
2402,Hair Dryer,Overheating,6/3/2024,584,379,2,2024,2028
2403,Television,Leaking,5/18/2024,14304,395,24,2022,2027
2403,Coffee Maker,Working,2/16/2025,709,121,7,2016,2020
2403,Lamp,Unresponsive,5/15/2025,2126,33,24,2015,2019
2403,Mini Fridge,Working,8/16/2024,1836,304,7,2018,2020
2403,Air Conditioner,Working,6/8/2024,2134,373,6,2024,2028
2403,Heater,Leaking,1/30/2024,989,504,2,2015,2018
2404,Hair Dryer,Working,11/24/2024,1452,205,7,2014,2016
2404,Heater,Low performance,1/15/2023,700,883,1,2021,2025
2404,Air Conditioner,Working,5/1/2024,2214,412,5,2021,2023
2404,Lamp,Working,12/22/2023,3013,542,5,2018,2021
2404,Mini Fridge,Unresponsive,1/20/2024,2898,514,6,2016,2019
2404,Television,Working,4/20/2024,3218,422,8,2016,2021
2405,Heater,Working,5/6/2024,4131,406,11,2024,2026
2405,Lamp,Low performance,4/7/2023,785,801,1,2023,2026
2405,Television,Flickering,7/9/2023,506,709,1,2018,2023
2405,Hair Dryer,Working,11/26/2023,1997,569,3,2022,2027
2405,Mini Fridge,Working,5/4/2024,2794,409,8,2021,2024
2405,Air Conditioner,Working,12/24/2024,4097,175,24,2023,2025
2406,Heater,Not Working,3/5/2025,4026,104,24,2018,2020
2406,Lamp,Flickering,10/24/2023,4810,601,8,2023,2028
2406,Mini Fridge,Working,6/4/2025,1462,12,23,2018,2020
2406,Coffee Maker,Working,2/15/2024,857,488,1,2016,2018
2406,Air Conditioner,Working,12/1/2024,3529,197,18,2014,2016
2406,Hair Dryer,Low performance,2/7/2025,923,129,7,2021,2023
2407,Television,Working,1/8/2023,1935,890,3,2022,2027
2407,Heater,Working,6/5/2024,1841,376,5,2014,2019
2407,Hair Dryer,Flickering,1/19/2025,4832,148,24,2019,2021
2407,Air Conditioner,Flickering,12/5/2024,2058,193,12,2017,2020
2407,Coffee Maker,Working,6/10/2023,2803,738,5,2014,2019
2407,Mini Fridge,Working,3/24/2024,2237,450,5,2014,2017
2408,Coffee Maker,Leaking,1/7/2023,3063,892,4,2019,2023
2408,Mini Fridge,Working,12/12/2024,4392,186,23,2023,2026
2408,Lamp,Working,6/6/2023,2744,741,3,2023,2027
2408,Heater,Low performance,6/29/2024,3612,353,10,2014,2016
2408,Air Conditioner,Working,4/24/2023,4171,785,5,2017,2020
2408,Television,Overheating,4/18/2023,2830,790,4,2020,2022
2409,Mini Fridge,Flickering,8/6/2023,2093,680,3,2021,2023
2409,Heater,Not Working,2/15/2025,925,121,8,2021,2023
2409,Lamp,Working,6/3/2025,544,13,24,2023,2025
2409,Air Conditioner,Working,5/26/2023,1034,752,2,2016,2018
2409,Coffee Maker,Not Working,2/12/2023,4310,856,5,2015,2018
2409,Hair Dryer,Working,4/3/2025,2033,74,24,2017,2020
2410,Lamp,Working,6/18/2023,13747,729,19,2020,2022
2410,Air Conditioner,Unresponsive,1/22/2025,3461,146,24,2022,2026
2410,Television,Overheating,12/12/2023,2568,552,4,2019,2021
2410,Mini Fridge,Working,12/9/2024,1347,190,8,2015,2019
2410,Hair Dryer,Leaking,5/24/2024,2293,389,5,2018,2022
2410,Coffee Maker,Working,4/24/2024,2956,419,7,2016,2019
2411,Mini Fridge,Working,10/4/2023,831,622,2,2023,2026
2411,Lamp,Noisy,10/6/2024,4909,254,22,2017,2022
2411,Television,Working,6/27/2023,1237,720,2,2019,2021
2411,Air Conditioner,Working,9/9/2024,4678,281,16,2014,2017
2411,Coffee Maker,Not Working,4/12/2024,2041,431,5,2020,2024
2411,Hair Dryer,Unresponsive,9/10/2023,1718,646,3,2021,2025
2412,Lamp,Working,12/24/2023,2652,541,5,2022,2026
2412,Hair Dryer,Working,10/11/2023,1935,614,3,2017,2020
2412,Heater,Leaking,4/26/2023,718,782,1,2017,2020
2412,Television,Working,3/26/2023,4511,814,5,2014,2019
2412,Coffee Maker,Working,6/16/2025,4896,1,24,2022,2024
2412,Mini Fridge,Overheating,4/10/2025,2733,68,24,2020,2023
2413,Television,Working,2/6/2025,4084,131,24,2021,2023
2413,Air Conditioner,Working,7/29/2024,2022,323,7,2014,2019
2413,Coffee Maker,Not Working,11/18/2024,869,211,4,2015,2017
2413,Heater,Working,12/9/2024,1749,190,8,2016,2018
2413,Mini Fridge,Working,3/25/2025,2905,83,24,2018,2020
2413,Hair Dryer,Noisy,4/10/2024,4102,432,9,2019,2023
2414,Heater,Not Working,1/20/2024,3637,513,7,2014,2016
2414,Mini Fridge,Working,1/2/2023,4201,897,4,2016,2018
2414,Coffee Maker,Working,10/6/2024,2605,254,12,2021,2025
2414,Air Conditioner,Low performance,10/7/2023,3417,619,6,2017,2021
2414,Lamp,Working,5/17/2025,853,30,24,2023,2026
2414,Hair Dryer,Working,3/26/2025,2946,82,24,2016,2021
2414,Television,Working,10/6/2023,4062,619,7,2019,2023
2415,Air Conditioner,Flickering,10/17/2024,719,243,3,2024,2027
2415,Television,Not Working,1/8/2024,1449,526,2,2016,2019
2415,Heater,Working,12/20/2024,3905,178,21,2020,2022
2415,Lamp,Working,3/22/2023,1380,817,2,2015,2019
2415,Mini Fridge,Working,1/5/2024,1939,529,4,2024,2027
2415,Hair Dryer,Leaking,8/28/2023,2447,658,4,2015,2017
2416,Coffee Maker,Working,3/2/2024,605,471,2,2019,2023
2416,Lamp,Not Working,2/11/2025,4508,126,24,2023,2026
2416,Hair Dryer,Working,1/5/2025,4804,162,24,2018,2020
2416,Television,Flickering,7/27/2024,4572,325,15,2020,2022
2416,Air Conditioner,Working,2/19/2024,1128,484,2,2016,2019
2416,Heater,Working,7/30/2023,2007,688,3,2024,2028
2417,Television,Working,6/29/2023,2924,718,5,2014,2016
2417,Air Conditioner,Leaking,3/8/2025,3334,100,24,2022,2025
2417,Heater,Flickering,11/25/2024,3231,204,15,2016,2019
2417,Hair Dryer,Working,10/5/2024,2857,255,10,2024,2027
2417,Coffee Maker,Working,7/10/2023,3517,707,5,2024,2026
2417,Mini Fridge,Low performance,7/10/2024,2906,342,8,2024,2028
2418,Heater,Low performance,4/8/2023,4381,801,5,2024,2026
2418,Lamp,Overheating,10/28/2024,1245,232,6,2022,2024
2418,Hair Dryer,Working,10/29/2023,3277,596,5,2021,2023
2418,Mini Fridge,Working,1/7/2025,941,160,7,2019,2024
2418,Television,Leaking,1/7/2023,2474,891,3,2018,2021
2418,Air Conditioner,Working,6/12/2023,3879,735,6,2023,2026
2419,Heater,Working,3/11/2024,4714,463,10,2016,2019
2419,Television,Noisy,4/5/2025,4030,73,24,2023,2026
2419,Coffee Maker,Working,10/24/2023,4686,601,9,2024,2028
2419,Air Conditioner,Working,2/17/2025,3378,120,24,2024,2027
2419,Lamp,Not Working,1/9/2023,4276,889,5,2017,2021
2419,Hair Dryer,Working,1/3/2023,2857,895,4,2023,2026
2419,Mini Fridge,Working,9/8/2023,2814,647,5,2019,2021
2420,Heater,Overheating,6/21/2024,3915,361,10,2015,2017
2420,Air Conditioner,Working,4/29/2025,3944,49,24,2016,2019
2420,Hair Dryer,Working,6/27/2024,1083,354,3,2016,2020
2420,Mini Fridge,Leaking,11/3/2024,4337,225,20,2022,2025
2420,Lamp,Flickering,3/3/2024,2376,470,4,2017,2021
2420,Television,Working,10/8/2023,4836,618,8,2017,2020
2420,Coffee Maker,Working,1/30/2025,1826,137,16,2015,2017
2421,Mini Fridge,Working,12/8/2024,2756,191,14,2022,2025
2421,Lamp,Noisy,11/23/2024,2449,206,11,2015,2019
2421,Television,Working,1/31/2023,2783,868,3,2015,2020
2421,Hair Dryer,Working,8/31/2024,845,289,3,2021,2025
2421,Heater,Not Working,8/25/2024,3859,295,14,2022,2027
2421,Air Conditioner,Working,9/15/2024,2707,275,11,2024,2027
2422,Mini Fridge,Working,4/14/2025,824,63,11,2015,2017
2422,Coffee Maker,Unresponsive,3/12/2023,2116,827,2,2024,2027
2422,Television,Unresponsive,6/8/2025,2343,9,23,2022,2025
2422,Hair Dryer,Working,12/6/2023,4758,559,8,2022,2025
2422,Heater,Noisy,2/10/2025,3398,126,24,2017,2021
2422,Air Conditioner,Overheating,2/21/2023,2054,847,2,2020,2022
2423,Lamp,Working,9/10/2024,891,280,3,2014,2019
2423,Television,Working,5/24/2023,678,754,1,2021,2024
2423,Mini Fridge,Overheating,5/24/2025,1560,23,24,2019,2021
2423,Air Conditioner,Working,5/13/2025,3779,35,24,2018,2020
2423,Coffee Maker,Overheating,11/10/2023,3496,585,6,2023,2025
2423,Heater,Unresponsive,5/12/2024,2892,401,7,2014,2019
2424,Mini Fridge,Working,7/3/2024,2766,349,7,2023,2027
2424,Heater,Working,3/1/2025,3631,108,24,2015,2017
2424,Lamp,Noisy,9/6/2023,975,650,2,2016,2021
2424,Television,Working,6/22/2023,4508,725,6,2020,2025
2424,Hair Dryer,Low performance,7/26/2024,3215,325,9,2014,2019
2424,Air Conditioner,Working,7/2/2023,1692,715,2,2024,2028
2424,Coffee Maker,Working,3/25/2025,3738,84,24,2017,2019
2425,Coffee Maker,Not Working,10/9/2023,3949,616,6,2021,2026
2425,Television,Unresponsive,5/7/2025,5071,40,24,2022,2024
2425,Air Conditioner,Working,11/11/2024,3225,217,14,2024,2027
2425,Lamp,Working,8/13/2024,1987,307,7,2020,2023
2425,Hair Dryer,Unresponsive,3/10/2025,2823,99,24,2020,2025
2425,Heater,Working,12/29/2024,1288,170,7,2016,2019
2426,Hair Dryer,Working,4/15/2024,2343,428,5,2015,2017
2426,Coffee Maker,Working,6/4/2024,1734,377,5,2023,2026
2426,Television,Overheating,11/11/2023,4712,583,8,2022,2024
2426,Mini Fridge,Unresponsive,10/26/2024,2539,234,10,2015,2020
2426,Heater,Not Working,6/4/2025,3591,13,24,2019,2021
2426,Lamp,Working,4/2/2025,2646,76,24,2016,2018
2427,Lamp,Working,12/27/2023,5019,537,9,2024,2026
2427,Television,Unresponsive,1/17/2023,4463,881,5,2015,2019
2427,Air Conditioner,Working,4/1/2025,4596,76,24,2017,2021
2427,Hair Dryer,Low performance,10/10/2023,4745,616,8,2019,2021
2427,Mini Fridge,Working,2/26/2024,2947,476,6,2019,2022
2427,Heater,Working,9/19/2023,2653,637,4,2015,2017
2428,Hair Dryer,Flickering,9/28/2024,3594,262,14,2019,2022
2428,Lamp,Unresponsive,3/25/2025,1583,84,18,2020,2022
2428,Heater,Working,3/12/2025,4572,97,24,2014,2019
2428,Air Conditioner,Working,11/27/2023,3222,567,5,2019,2021
2428,Mini Fridge,Overheating,4/19/2024,4107,423,10,2014,2016
2428,Television,Noisy,1/22/2024,3680,511,7,2020,2023
2429,Heater,Working,7/4/2023,2082,713,3,2015,2019
2429,Mini Fridge,Unresponsive,5/1/2023,2829,778,3,2016,2019
2429,Television,Working,3/30/2025,2744,79,24,2024,2027
2429,Lamp,Working,9/5/2023,2075,651,3,2018,2021
2429,Air Conditioner,Overheating,8/15/2023,831,671,1,2015,2018
2429,Hair Dryer,Leaking,3/18/2025,3064,90,24,2020,2022
2430,Lamp,Working,4/26/2024,2512,417,6,2024,2027
2430,Air Conditioner,Working,3/12/2023,4444,827,5,2020,2025
2430,Hair Dryer,Working,5/17/2023,3850,762,6,2022,2024
2430,Television,Unresponsive,7/26/2023,4544,691,7,2024,2026
2430,Heater,Unresponsive,8/16/2024,3939,305,14,2022,2025
2430,Mini Fridge,Working,2/27/2024,1097,475,3,2018,2022
2430,Coffee Maker,Working,12/1/2023,4622,564,8,2018,2021
2431,Hair Dryer,Leaking,3/4/2023,4383,836,5,2017,2022
2431,Television,Working,11/11/2023,2227,584,3,2023,2028
2431,Air Conditioner,Working,3/28/2023,2805,811,3,2021,2024
2431,Lamp,Unresponsive,12/7/2024,3432,192,22,2017,2019
2431,Mini Fridge,Working,11/20/2023,4835,574,9,2023,2025
2431,Heater,Working,9/28/2024,2726,261,11,2023,2026
2431,Coffee Maker,Noisy,12/23/2023,4800,541,9,2016,2021
2432,Coffee Maker,Working,2/15/2025,4371,122,24,2023,2028
2432,Hair Dryer,Working,9/8/2023,863,648,1,2014,2016
2432,Heater,Overheating,7/8/2024,3848,343,11,2014,2019
2432,Television,Working,2/7/2025,452,130,4,2022,2024
2432,Mini Fridge,Working,4/12/2025,3638,65,23,2016,2021
2432,Lamp,Flickering,6/23/2023,4227,724,7,2024,2029
2432,Air Conditioner,Working,8/29/2024,2834,292,10,2018,2020
2433,Coffee Maker,Working,1/9/2023,1111,889,1,2019,2022
2433,Television,Not Working,8/11/2024,2181,310,6,2023,2027
2433,Heater,Working,4/29/2025,4191,48,24,2023,2028
2433,Air Conditioner,Working,5/31/2023,2695,747,4,2014,2016
2433,Hair Dryer,Unresponsive,7/28/2024,4539,323,15,2017,2022
2433,Mini Fridge,Working,11/22/2024,1080,207,6,2024,2027
2433,Lamp,Not Working,5/10/2023,849,769,1,2020,2023
2434,Television,Working,3/20/2023,2641,819,3,2017,2019
2434,Air Conditioner,Working,8/20/2023,4301,667,7,2019,2022
2434,Coffee Maker,Flickering,1/14/2024,1648,520,4,2023,2025
2434,Mini Fridge,Working,3/18/2024,2360,456,5,2022,2026
2434,Lamp,Working,2/21/2025,690,116,6,2015,2020
2434,Hair Dryer,Working,4/18/2024,1078,424,3,2018,2022
2435,Heater,Noisy,3/6/2025,1234,102,15,2024,2028
2435,Hair Dryer,Working,6/17/2023,3073,731,4,2019,2023
2435,Coffee Maker,Working,1/15/2025,3847,152,24,2024,2029
2435,Television,Leaking,7/1/2024,2464,351,7,2014,2018
2435,Lamp,Working,10/18/2024,1888,241,7,2024,2026
2435,Mini Fridge,Working,3/2/2024,3955,471,8,2021,2023
2435,Air Conditioner,Leaking,8/21/2024,2248,300,9,2016,2018
2436,Coffee Maker,Working,5/17/2025,3342,30,24,2020,2022
2436,Heater,Overheating,4/11/2025,4954,67,24,2024,2027
2436,Mini Fridge,Working,4/15/2024,2197,427,5,2024,2026
2436,Television,Working,4/26/2025,2781,51,24,2018,2022
2436,Air Conditioner,Not Working,6/13/2025,2709,4,24,2014,2019
2436,Hair Dryer,Working,6/1/2023,2368,747,3,2015,2017
2436,Lamp,Working,4/28/2024,4051,415,10,2023,2026
2437,Heater,Working,6/7/2023,3000,740,4,2017,2020
2437,Coffee Maker,Noisy,6/12/2023,1010,735,1,2020,2022
2437,Lamp,Working,3/27/2023,4203,812,5,2014,2016
2437,Mini Fridge,Working,12/8/2024,2543,191,13,2018,2021
2437,Television,Working,12/2/2024,1303,197,6,2017,2019
2437,Hair Dryer,Low performance,5/12/2025,905,36,24,2016,2019
2438,Coffee Maker,Working,6/3/2023,1373,744,1,2023,2025
2438,Hair Dryer,Noisy,10/28/2024,951,231,3,2016,2021
2438,Air Conditioner,Not Working,12/11/2024,4179,187,21,2022,2024
2438,Lamp,Flickering,4/5/2024,1943,438,4,2022,2024
2438,Television,Working,4/22/2023,2716,786,4,2020,2023
2438,Mini Fridge,Flickering,11/9/2023,3066,586,5,2016,2018
2439,Lamp,Working,12/9/2024,1930,190,11,2024,2026
2439,Mini Fridge,Working,9/20/2023,1812,635,3,2015,2018
2439,Coffee Maker,Overheating,9/12/2023,1048,644,1,2016,2021
2439,Television,Working,5/27/2024,596,385,1,2020,2023
2439,Air Conditioner,Unresponsive,6/20/2023,1148,727,2,2016,2018
2439,Hair Dryer,Working,11/13/2024,2306,216,11,2014,2018
2439,Heater,Working,8/30/2023,3650,657,6,2020,2024
2440,Heater,Noisy,1/22/2025,1022,146,7,2017,2020
2440,Lamp,Noisy,10/17/2023,735,608,1,2023,2026
2440,Mini Fridge,Working,9/7/2023,3015,648,5,2023,2025
2440,Television,Working,7/19/2024,618,332,2,2024,2026
2440,Hair Dryer,Low performance,3/13/2023,4316,826,5,2022,2024
2440,Coffee Maker,Working,4/3/2025,4609,75,24,2017,2022
2441,Television,Working,3/9/2024,1127,464,3,2023,2025
2441,Coffee Maker,Flickering,4/1/2025,3263,76,24,2021,2025
2441,Hair Dryer,Working,10/17/2023,2475,608,4,2016,2018
2441,Mini Fridge,Working,12/19/2024,3054,180,16,2020,2022
2441,Heater,Unresponsive,12/21/2024,960,178,5,2024,2026
2441,Air Conditioner,Working,3/7/2025,2614,102,24,2017,2021
2442,Air Conditioner,Overheating,10/23/2024,1614,236,7,2022,2027
2442,Mini Fridge,Low performance,4/22/2023,4735,786,6,2024,2026
2442,Coffee Maker,Working,1/2/2023,569,897,1,2015,2017
2442,Heater,Working,11/2/2023,3201,592,5,2017,2022
2442,Hair Dryer,Low performance,9/30/2023,2319,625,3,2016,2020
2442,Lamp,Low performance,1/22/2025,2165,146,14,2017,2022
2443,Television,Working,9/30/2023,2470,626,4,2024,2027
2443,Lamp,Working,5/18/2025,4838,29,24,2024,2027
2443,Coffee Maker,Low performance,6/16/2025,1152,1,24,2024,2026
2443,Air Conditioner,Working,1/8/2025,2302,160,14,2016,2019
2443,Mini Fridge,Working,7/20/2024,4238,332,13,2024,2029
2443,Heater,Flickering,7/12/2024,779,339,3,2021,2024
2444,Hair Dryer,Working,3/5/2025,1653,104,18,2022,2027
2444,Air Conditioner,Leaking,5/19/2025,4390,28,24,2018,2021
2444,Mini Fridge,Working,6/25/2024,1132,357,3,2019,2023
2444,Lamp,Working,8/2/2023,2759,684,4,2019,2023
2444,Television,Overheating,10/19/2023,1140,606,2,2022,2024
2444,Coffee Maker,Leaking,8/24/2024,3473,296,12,2016,2019
2445,Heater,Working,1/25/2025,3444,142,23,2019,2022
2445,Mini Fridge,Working,1/2/2023,1955,897,2,2018,2020
2445,Television,Flickering,6/16/2025,4158,1,24,2015,2020
2445,Coffee Maker,Working,12/13/2023,1146,551,2,2014,2016
2445,Hair Dryer,Working,12/14/2023,1456,551,2,2019,2022
2445,Air Conditioner,Noisy,7/15/2024,1285,337,4,2021,2024
2445,Lamp,Not Working,11/20/2023,4843,575,8,2017,2022
2446,Television,Working,12/26/2023,1140,538,2,2015,2019
2446,Heater,Working,10/15/2023,2940,611,5,2022,2024
2446,Mini Fridge,Working,1/22/2025,2425,146,16,2014,2016
2446,Lamp,Low performance,1/26/2023,2957,872,3,2020,2022
2446,Coffee Maker,Working,8/8/2024,1599,313,4,2018,2020
2446,Air Conditioner,Noisy,7/14/2023,980,704,1,2014,2017
2447,Hair Dryer,Working,8/3/2024,4466,318,13,2015,2018
2447,Air Conditioner,Overheating,8/8/2024,1183,313,3,2024,2026
2447,Television,Working,6/2/2025,1112,15,24,2022,2024
2447,Lamp,Working,10/29/2023,4146,596,7,2014,2016
2447,Mini Fridge,Flickering,12/20/2023,2636,544,5,2014,2019
2447,Coffee Maker,Working,4/21/2025,3052,57,23,2020,2023
2447,Heater,Overheating,7/9/2023,4714,708,7,2019,2021
2448,Hair Dryer,Working,3/11/2023,2908,828,3,2017,2021
2448,Mini Fridge,Working,8/5/2024,3374,315,11,2018,2023
2448,Lamp,Leaking,3/17/2024,1373,456,3,2018,2023
2448,Television,Overheating,4/9/2025,2290,69,24,2021,2024
2448,Coffee Maker,Working,2/16/2023,2028,852,3,2016,2018
2448,Air Conditioner,Working,1/13/2024,2582,521,5,2019,2022
2449,Heater,Unresponsive,3/15/2025,4035,94,24,2019,2022
2449,Lamp,Working,3/23/2023,2131,816,3,2018,2022
2449,Mini Fridge,Overheating,3/21/2023,4606,819,5,2015,2018
2449,Hair Dryer,Working,10/29/2023,2440,596,4,2019,2023
2449,Air Conditioner,Working,3/19/2023,2426,821,3,2019,2021
2449,Television,Working,8/31/2023,3245,656,4,2015,2018
2450,Heater,Noisy,11/12/2023,525,582,1,2014,2018
2450,Lamp,Working,5/29/2025,2679,19,23,2017,2022
2450,Air Conditioner,Noisy,6/1/2024,3463,380,10,2014,2016
2450,Coffee Maker,Working,9/6/2023,2686,650,4,2021,2025
2450,Hair Dryer,Leaking,6/17/2024,4155,365,11,2015,2018
2450,Television,Leaking,8/12/2023,6116,674,9,2024,2026
2451,Air Conditioner,Working,6/13/2025,4721,3,24,2020,2023
