Room Number,Appliance Type,Status,Last Maintenance Date,Usage Hours,Days Since Maintenance,Average_Daily_Usage,Device_Year,Warranty Year
2380,Hair Dryer,Working,2023-04-06,3872,802,4,2016,2019
2380,Coffee Maker,Working,2025-01-01,2776,167,19,2019,2025
2381,Air Conditioner,Working,2024-06-03,1381,378,2,2014,2021
2381,Coffee Maker,Low performance,2024-04-28,4834,415,12,2016,2023
2381,Lamp,Working,2024-03-11,1927,463,4,2015,2021
2381,Heater,Working,2024-10-14,2646,245,11,2016,2028
2381,Television,Low performance,2024-01-15,2615,519,5,2022,2021
2381,Hair Dryer,Working,2023-12-17,1264,548,2,2017,2026
2381,Mini Fridge,Working,2024-06-26,4631,356,13,2023,2017
2382,Hair Dryer,Leaking,2023-02-08,1325,859,2,2018,2018
2382,Mini Fridge,Working,2023-08-01,4030,685,6,2020,2025
2382,Heater,Working,2023-05-09,2554,770,4,2016,2027
2382,Air Conditioner,Noisy,2024-05-12,2681,401,7,2018,2025
2382,Coffee Maker,Overheating,2024-11-04,2752,224,12,2022,2020
2382,Television,Unresponsive,2025-02-26,4568,111,23,2023,2022
2383,Coffee Maker,Working,2023-11-02,2670,592,5,2016,2025
2383,Mini Fridge,Working,2025-03-08,3334,100,24,2022,2025
2383,Lamp,Flickering,2023-07-28,4660,689,7,2015,2022
2383,Heater,Working,2023-03-28,3937,811,6,2015,2026
2383,Television,Leaking,2024-05-06,4310,406,10,2015,2020
2383,Hair Dryer,Working,2024-02-07,2006,496,3,2021,2029
2383,Air Conditioner,Working,2025-04-03,4520,74,24,2020,2026
2384,Lamp,Working,2024-11-01,2426,227,12,2018,2022
2384,Heater,Working,2023-07-31,1788,687,3,2019,2024
2384,Hair Dryer,Overheating,2024-03-09,779,465,1,2016,2021
2384,Air Conditioner,Working,2023-06-15,648,732,1,2018,2025
2384,Mini Fridge,Working,2023-12-23,4150,542,7,2022,2025
2384,Television,Working,2025-05-06,4614,42,24,2015,2019
2384,Coffee Maker,Working,2024-12-02,3955,197,21,2018,2017
2385,Television,Flickering,2025-02-13,2708,124,23,2022,2022
2385,Hair Dryer,Working,2024-10-25,4770,235,21,2016,2024
2385,Heater,Working,2024-08-25,3859,295,14,2022,2023
2385,Coffee Maker,Noisy,2024-12-11,4512,187,23,2020,2027
2385,Air Conditioner,Working,2024-02-27,2792,476,6,2018,2022
2385,Lamp,Working,2025-06-16,5852,1,24,2015,2021
2385,Mini Fridge,Unresponsive,2024-04-04,4604,438,10,2021,2017
2386,Air Conditioner,Working,2023-05-15,738,763,1,2017,2016
2386,Lamp,Working,2023-06-05,1615,742,3,2023,2019
2386,Heater,Unresponsive,2025-03-10,1389,99,12,2014,2020
2386,Coffee Maker,Working,2024-10-23,1255,236,5,2023,2026
2386,Television,Working,2023-04-14,791,794,1,2016,2022
2386,Hair Dryer,Flickering,2023-01-02,1036,897,2,2022,2023
2387,Heater,Working,2023-04-26,3573,782,5,2017,2022
2387,Coffee Maker,Working,2024-02-23,4436,479,9,2020,2020
2387,Air Conditioner,Leaking,2024-05-22,1968,390,5,2018,2027
2387,Lamp,Unresponsive,2023-03-22,4577,818,5,2024,2018
2387,Television,Working,2023-04-18,561,790,1,2014,2028
2387,Mini Fridge,Working,2023-06-18,2396,729,3,2023,2017
2388,Coffee Maker,Low performance,2023-09-09,2383,647,4,2015,2017
2388,Lamp,Not Working,2025-02-24,1028,112,7,2018,2024
2388,Television,Working,2023-02-13,3035,855,4,2017,2022
2388,Heater,Working,2023-07-17,1521,700,2,2022,2023
2388,Air Conditioner,Noisy,2023-04-04,1104,805,1,2024,2019
2388,Mini Fridge,Working,2023-01-28,4081,871,4,2022,2018
2388,Hair Dryer,Working,2024-06-12,1018,369,3,2023,2022
2389,Television,Working,2024-06-07,1123,374,4,2018,2027
2389,Heater,Flickering,2025-05-18,4838,29,24,2024,2021
2389,Lamp,Working,2024-07-22,2434,330,8,2017,2022
2389,Hair Dryer,Working,2024-06-04,537,377,1,2021,2023
2389,Coffee Maker,Low performance,2024-05-05,2962,408,8,2018,2021
2389,Air Conditioner,Unresponsive,2024-05-18,817,395,2,2023,2020
2389,Mini Fridge,Working,2025-04-15,2266,63,24,2024,2019
2390,Coffee Maker,Working,2025-06-04,1034,12,22,2022,2028
2390,Heater,Working,2023-03-16,3731,824,5,2022,2020
2390,Air Conditioner,Flickering,2023-01-21,3256,878,4,2016,2019
2390,Television,Working,2024-12-25,2733,173,18,2015,2023
2390,Lamp,Working,2023-08-30,1443,656,2,2016,2024
2390,Mini Fridge,Working,2025-02-03,4664,133,24,2014,2022
2391,Hair Dryer,Flickering,2024-11-25,3231,204,15,2016,2019
2391,Television,Working,2023-09-17,3887,638,5,2017,2029
2391,Mini Fridge,Working,2023-07-10,2052,707,3,2018,2023
2391,Heater,Leaking,2024-07-26,3370,326,10,2015,2026
2391,Coffee Maker,Flickering,2025-03-09,3479,99,24,2014,2017
2391,Air Conditioner,Leaking,2024-04-22,2087,420,4,2023,2020
2392,Television,Working,2024-01-15,2292,519,5,2024,2018
2392,Hair Dryer,Working,2024-08-28,2731,292,8,2023,2026
2392,Mini Fridge,Working,2023-01-02,648,897,1,2015,2026
2392,Heater,Overheating,2024-07-08,3848,343,11,2014,2027
2392,Coffee Maker,Working,2025-04-22,2787,56,24,2014,2016
2392,Lamp,Not Working,2023-11-30,3327,565,6,2020,2019
2392,Air Conditioner,Working,2024-10-11,3118,248,13,2018,2025
2393,Television,Working,2023-03-19,4072,820,5,2022,2017
2393,Hair Dryer,Working,2025-02-28,1014,108,12,2016,2024
2393,Mini Fridge,Low performance,2025-01-03,4378,165,24,2022,2021
2393,Air Conditioner,Working,2023-09-28,3422,628,6,2018,2022
2393,Coffee Maker,Working,2023-03-02,2869,838,3,2019,2021
2393,Lamp,Leaking,2024-09-04,1162,285,4,2024,2027
2394,Lamp,Working,2024-05-05,4152,408,11,2019,2028
2394,Heater,Low performance,2023-03-16,4896,823,6,2016,2021
2394,Hair Dryer,Working,2024-09-13,966,276,4,2024,2026
2394,Air Conditioner,Working,2023-02-18,4536,850,5,2021,2018
2394,Mini Fridge,Overheating,2023-09-04,3013,651,5,2020,2021
2394,Coffee Maker,Leaking,2025-04-02,2512,76,24,2021,2021
2394,Television,Working,2025-01-14,4133,153,24,2016,2018
2395,Mini Fridge,Working,2025-02-18,4710,118,24,2017,2027
2395,Coffee Maker,Working,2023-06-09,2911,739,4,2018,2027
2395,Lamp,Not Working,2024-07-03,903,348,3,2015,2027
2395,Heater,Working,2025-05-15,3743,32,24,2021,2025
2395,Hair Dryer,Unresponsive,2024-12-20,3371,178,18,2016,2019
2395,Television,Working,2024-04-23,2118,420,5,2021,2025
2396,Hair Dryer,Working,2023-04-15,3815,794,4,2020,2024
2396,Lamp,Unresponsive,2024-03-13,910,460,2,2018,2026
2396,Mini Fridge,Working,2025-05-22,2297,25,23,2024,2025
2396,Coffee Maker,Working,2023-08-22,1645,664,2,2024,2018
2396,Air Conditioner,Flickering,2024-01-09,4861,525,9,2014,2026
2396,Television,Working,2025-04-24,3906,54,24,2018,2021
2397,Mini Fridge,Working,2025-06-16,1152,1,24,2024,2028
2397,Hair Dryer,Noisy,2024-02-13,2071,489,5,2021,2017
2397,Air Conditioner,Working,2023-02-13,3560,854,4,2022,2019
2397,Coffee Maker,Working,2023-03-01,2084,839,3,2024,2026
2397,Television,Not Working,2024-02-25,3564,478,6,2018,2023
2397,Heater,Working,2023-10-26,2782,599,5,2015,2018
2398,Coffee Maker,Working,2025-05-03,4869,45,24,2021,2025
2398,Lamp,Low performance,2024-04-03,4548,439,11,2021,2026
2398,Air Conditioner,Noisy,2024-08-28,4941,293,17,2014,2019
2398,Television,Working,2023-02-28,3343,839,4,2018,2022
2398,Mini Fridge,Overheating,2024-04-15,2343,428,5,2015,2017
2398,Hair Dryer,Working,2023-11-17,3998,577,8,2017,2020
2398,Heater,Working,2024-07-18,1398,334,4,2024,2026
2399,Heater,Working,2024-10-12,1436,248,6,2018,2022
2399,Television,Working,2024-08-04,3231,317,10,2018,2018
2399,Mini Fridge,Working,2025-03-31,454,78,6,2014,2024
2399,Hair Dryer,Leaking,2025-05-19,2777,29,24,2020,2025
2399,Lamp,Noisy,2024-06-15,893,367,2,2016,2027
2399,Coffee Maker,Working,2025-05-10,4446,38,24,2014,2024
2399,Air Conditioner,Working,2024-08-13,1018,307,3,2022,2022
2400,Air Conditioner,Unresponsive,2024-06-27,2413,355,8,2016,2022
2400,Mini Fridge,Working,2024-10-07,2771,252,10,2017,2023
2400,Lamp,Working,2023-06-26,3433,722,4,2022,2027
2400,Hair Dryer,Flickering,2024-12-16,1315,183,7,2015,2017
2400,Television,Working,2024-02-26,2756,476,6,2018,2018
2400,Heater,Working,2024-04-23,730,420,2,2018,2018
2401,Heater,Overheating,2025-01-30,2817,138,21,2022,2023
2401,Television,Overheating,2024-10-31,3279,229,14,2022,2026
2401,Coffee Maker,Noisy,2025-01-13,2976,154,19,2015,2022
2401,Mini Fridge,Working,2025-04-01,4289,76,24,2022,2025
2401,Hair Dryer,Working,2023-08-07,2980,679,4,2019,2017
2401,Lamp,Flickering,2024-08-19,3585,302,12,2017,2021
2401,Air Conditioner,Working,2024-06-15,2494,366,7,2020,2026
2402,Lamp,Working,2024-03-22,3703,452,8,2024,2028
2402,Television,Not Working,2023-01-02,629,897,1,2023,2020
2402,Air Conditioner,Working,2023-02-16,4818,851,5,2022,2026
2402,Heater,Noisy,2024-01-22,3680,511,7,2020,2028
2402,Mini Fridge,Working,2024-03-26,1004,447,2,2017,2022
2402,Hair Dryer,Working,2023-03-08,3038,831,3,2024,2028
2403,Television,Working,2025-04-15,4915,63,24,2023,2027
2403,Coffee Maker,Working,2023-10-04,4629,622,8,2024,2020
2403,Lamp,Working,2024-12-31,3841,167,24,2024,2019
2403,Mini Fridge,Working,2025-02-27,3209,110,24,2023,2020
2403,Air Conditioner,Working,2023-09-09,1866,647,2,2014,2028
2403,Heater,Leaking,2024-03-14,3958,459,9,2023,2018
2404,Hair Dryer,Working,2023-12-28,4288,536,9,2017,2016
2404,Heater,Noisy,2023-04-25,2137,783,3,2022,2025
2404,Air Conditioner,Working,2024-11-04,2020,225,8,2020,2023
2404,Lamp,Working,2023-05-21,1712,758,2,2020,2021
2404,Mini Fridge,Working,2024-11-27,1871,202,10,2021,2019
2404,Television,Not Working,2023-11-24,760,571,2,2020,2021
2405,Heater,Working,2023-06-05,3757,743,5,2018,2026
2405,Lamp,Working,2024-01-25,2082,508,4,2023,2026
2405,Television,Not Working,2024-11-18,869,211,4,2015,2023
2405,Hair Dryer,Working,2023-10-07,2842,618,5,2016,2027
2405,Mini Fridge,Working,2024-05-23,3977,389,9,2015,2024
2405,Air Conditioner,Working,2025-06-07,2538,10,24,2015,2025
2406,Heater,Leaking,2025-03-15,1175,93,16,2021,2020
2406,Lamp,Unresponsive,2024-09-07,3009,282,12,2023,2028
2406,Mini Fridge,Working,2024-12-05,2791,193,13,2014,2020
2406,Coffee Maker,Working,2025-01-23,2141,145,15,2020,2018
2406,Air Conditioner,Unresponsive,2024-11-27,2262,202,10,2024,2016
2406,Hair Dryer,Working,2025-02-17,1932,120,16,2018,2023
2407,Television,Low performance,2024-04-23,1515,420,4,2023,2027
2407,Heater,Noisy,2025-01-02,5041,165,24,2018,2019
2407,Hair Dryer,Working,2023-12-13,2657,552,5,2016,2021
2407,Air Conditioner,Overheating,2023-11-26,1464,569,2,2017,2020
2407,Coffee Maker,Working,2023-05-17,841,761,2,2024,2019
2407,Mini Fridge,Working,2024-11-01,1146,228,6,2023,2017
2408,Coffee Maker,Not Working,2023-05-28,3762,750,5,2020,2023
2408,Mini Fridge,Working,2024-03-19,2616,454,6,2018,2026
2408,Lamp,Working,2023-12-23,2837,541,5,2023,2027
2408,Heater,Overheating,2023-08-25,2723,661,4,2023,2016
2408,Air Conditioner,Low performance,2024-04-18,1391,424,3,2017,2020
2408,Television,Working,2023-08-19,3200,668,4,2019,2022
2409,Mini Fridge,Working,2024-08-15,4096,306,12,2016,2023
2409,Heater,Working,2024-03-06,2053,468,5,2014,2023
2409,Lamp,Noisy,2024-10-21,3483,239,17,2023,2025
2409,Air Conditioner,Low performance,2023-02-08,2745,859,3,2018,2018
2409,Coffee Maker,Working,2023-07-18,1714,699,2,2020,2018
2409,Hair Dryer,Working,2025-03-28,2752,81,24,2016,2020
2410,Lamp,Unresponsive,2023-08-31,1492,655,2,2021,2022
2410,Air Conditioner,Working,2025-01-08,3428,159,22,2014,2026
2410,Television,Flickering,2025-01-19,2875,149,19,2024,2021
2410,Mini Fridge,Working,2023-06-07,2978,740,5,2014,2019
2410,Hair Dryer,Working,2023-08-28,2080,658,3,2016,2022
2410,Coffee Maker,Unresponsive,2023-06-26,2874,722,4,2018,2019
2411,Mini Fridge,Working,2024-08-29,655,292,3,2023,2026
2411,Lamp,Working,2024-10-21,4813,238,19,2017,2022
2411,Television,Overheating,2023-01-15,1655,883,2,2022,2021
2411,Air Conditioner,Working,2024-07-22,2215,330,7,2015,2017
2411,Coffee Maker,Working,2025-02-07,452,130,4,2022,2024
2411,Hair Dryer,Low performance,2023-03-13,2897,826,4,2017,2025
2412,Lamp,Working,2025-05-03,2972,45,24,2020,2026
2412,Hair Dryer,Working,2025-03-21,1674,88,24,2021,2020
2412,Heater,Unresponsive,2025-05-03,3906,45,24,2019,2020
2412,Television,Low performance,2024-11-19,3150,210,14,2022,2019
2412,Coffee Maker,Working,2023-03-23,1848,816,3,2017,2024
2412,Mini Fridge,Working,2024-06-20,1861,361,5,2019,2023
2413,Television,Leaking,2025-02-25,1334,111,13,2024,2023
2413,Air Conditioner,Working,2024-07-26,4646,325,15,2016,2019
2413,Coffee Maker,Noisy,2025-03-25,4945,83,24,2024,2017
2413,Heater,Working,2024-12-31,5036,168,24,2023,2018
2413,Mini Fridge,Working,2023-06-27,2881,721,4,2019,2020
2413,Hair Dryer,Not Working,2024-06-13,1969,369,6,2015,2023
2414,Heater,Working,2025-05-30,4936,17,24,2016,2016
2414,Mini Fridge,Working,2024-12-23,1691,175,11,2017,2018
2414,Coffee Maker,Leaking,2025-05-26,644,21,24,2014,2025
2414,Air Conditioner,Working,2025-06-16,4138,1,24,2016,2021
2414,Lamp,Working,2024-11-13,2306,216,11,2014,2026
2414,Hair Dryer,Leaking,2023-01-20,4541,878,5,2020,2021
2414,Television,Working,2023-01-02,1462,897,1,2020,2023
2415,Air Conditioner,Working,2025-01-10,1199,157,7,2017,2027
2415,Television,Leaking,2023-01-02,2514,897,3,2023,2019
2415,Heater,Working,2023-06-28,810,719,2,2020,2022
2415,Lamp,Working,2025-01-30,4494,137,23,2023,2019
2415,Mini Fridge,Overheating,2023-10-11,1727,615,4,2024,2027
2415,Hair Dryer,Working,2023-11-17,2168,577,4,2018,2017
2416,Coffee Maker,Working,2023-09-19,1880,637,3,2019,2023
2416,Lamp,Working,2025-06-16,4262,1,24,2014,2026
2416,Hair Dryer,Flickering,2023-12-28,3315,537,6,2019,2020
2416,Television,Working,2023-09-03,3376,653,5,2024,2022
2416,Air Conditioner,Leaking,2023-09-30,2761,625,5,2020,2019
2416,Heater,Working,2023-11-18,2616,577,5,2022,2028
2417,Television,Working,2024-05-04,1253,408,3,2020,2016
2417,Air Conditioner,Working,2023-05-02,3420,776,5,2018,2025
2417,Heater,Flickering,2024-01-26,3400,508,8,2015,2019
2417,Hair Dryer,Working,2023-07-04,4974,714,7,2024,2027
2417,Coffee Maker,Flickering,2023-08-07,1114,680,1,2021,2026
2417,Mini Fridge,Working,2023-09-19,2440,636,4,2022,2028
2418,Heater,Working,2024-10-27,2055,232,10,2017,2026
2418,Lamp,Low performance,2024-08-22,2174,298,8,2023,2024
2418,Hair Dryer,Working,2025-04-07,4366,70,24,2016,2023
2418,Mini Fridge,Working,2024-06-04,1734,377,5,2023,2024
2418,Television,Overheating,2024-12-06,2745,193,16,2016,2021
2418,Air Conditioner,Unresponsive,2024-03-08,1889,465,5,2016,2026
2419,Heater,Working,2024-07-07,617,345,2,2014,2019
2419,Television,Working,2025-01-08,2302,160,14,2016,2026
2419,Coffee Maker,Unresponsive,2024-04-13,3242,430,7,2019,2028
2419,Air Conditioner,Working,2025-04-06,3274,71,24,2019,2027
2419,Lamp,Working,2025-05-12,584,35,15,2023,2021
2419,Hair Dryer,Working,2023-05-09,1963,770,2,2020,2026
2419,Mini Fridge,Working,2024-07-30,2745,322,9,2019,2021
2420,Heater,Working,2023-09-20,2931,636,5,2022,2017
2420,Air Conditioner,Working,2025-01-04,3542,163,20,2018,2019
2420,Hair Dryer,Working,2024-11-20,2784,209,13,2016,2020
2420,Mini Fridge,Working,2024-08-04,1103,317,4,2021,2025
2420,Lamp,Noisy,2024-10-03,3157,256,13,2019,2021
2420,Television,Working,2023-12-12,1980,553,3,2017,2020
2420,Coffee Maker,Low performance,2025-04-02,4764,75,24,2018,2017
2421,Mini Fridge,Working,2023-08-30,3650,657,6,2020,2025
2421,Lamp,Not Working,2025-05-16,2315,32,24,2021,2019
2421,Television,Working,2023-09-14,4867,642,7,2021,2020
2421,Hair Dryer,Working,2023-01-02,4693,897,5,2023,2025
2421,Heater,Noisy,2023-09-13,4591,643,8,2021,2027
2421,Air Conditioner,Working,2024-04-06,4843,436,12,2024,2027
2422,Mini Fridge,Working,2024-11-19,2728,209,14,2020,2017
2422,Coffee Maker,Leaking,2024-05-21,4474,392,12,2023,2027
2422,Television,Working,2025-01-22,4712,145,24,2015,2025
2422,Hair Dryer,Working,2024-02-13,3646,489,8,2016,2025
2422,Heater,Unresponsive,2024-08-23,3557,298,13,2021,2021
2422,Air Conditioner,Working,2023-05-04,2923,775,4,2023,2022
2423,Lamp,Working,2025-02-21,2749,115,20,2024,2019
2423,Television,Working,2024-11-28,1098,200,5,2019,2024
2423,Mini Fridge,Not Working,2023-10-29,4146,596,7,2014,2021
2423,Air Conditioner,Working,2023-07-08,3395,710,4,2014,2020
2423,Coffee Maker,Working,2023-08-15,2458,672,4,2014,2025
2423,Heater,Working,2025-05-17,3342,30,24,2020,2019
2424,Mini Fridge,Not Working,2023-08-03,2016,684,3,2024,2027
2424,Heater,Working,2025-05-08,2696,39,24,2017,2017
2424,Lamp,Working,2024-12-14,2334,185,12,2023,2021
2424,Television,Working,2024-11-24,1929,205,10,2018,2025
2424,Hair Dryer,Flickering,2023-12-23,1885,541,4,2024,2019
2424,Air Conditioner,Working,2023-10-23,2082,602,4,2024,2028
2424,Coffee Maker,Working,2024-09-07,3129,282,10,2017,2019
2425,Coffee Maker,Unresponsive,2023-03-25,2359,815,3,2014,2026
2425,Television,Working,2024-06-08,3884,373,11,2021,2024
2425,Air Conditioner,Working,2023-05-20,2285,759,3,2015,2027
2425,Lamp,Flickering,2023-04-23,4811,785,7,2019,2023
2425,Hair Dryer,Low performance,2023-03-02,2868,838,3,2023,2025
2425,Heater,Working,2025-03-20,4168,88,24,2018,2019
2426,Hair Dryer,Working,2025-04-25,4281,52,24,2019,2017
2426,Coffee Maker,Working,2024-10-04,4183,256,16,2019,2026
2426,Television,Working,2024-02-10,4996,492,9,2015,2024
2426,Mini Fridge,Working,2025-06-03,2806,13,24,2017,2020
2426,Heater,Unresponsive,2024-07-26,2052,326,7,2014,2021
2426,Lamp,Working,2023-10-20,1355,606,3,2024,2018
2427,Lamp,Working,2024-11-24,3278,204,15,2022,2026
2427,Television,Working,2023-08-30,3759,656,5,2022,2019
2427,Air Conditioner,Noisy,2024-11-10,2444,219,10,2014,2021
2427,Hair Dryer,Working,2023-12-04,737,561,1,2019,2021
2427,Mini Fridge,Working,2024-02-15,3980,487,8,2020,2022
2427,Heater,Working,2023-11-15,4578,579,8,2016,2017
2428,Hair Dryer,Noisy,2025-01-22,1022,146,7,2017,2022
2428,Lamp,Working,2024-12-09,1749,190,8,2016,2022
2428,Heater,Working,2023-10-25,4701,600,8,2020,2019
2428,Air Conditioner,Flickering,2024-12-06,3125,193,15,2023,2021
2428,Mini Fridge,Working,2024-06-12,3779,369,10,2018,2016
2428,Television,Noisy,2024-06-21,1392,361,3,2024,2023
2429,Heater,Working,2025-05-23,1753,24,24,2023,2019
2429,Mini Fridge,Working,2023-08-31,4771,656,7,2018,2019
2429,Television,Flickering,2024-01-10,3289,523,6,2021,2027
2429,Lamp,Working,2025-04-27,3524,50,24,2016,2021
2429,Air Conditioner,Working,2025-02-04,4629,133,24,2021,2018
2429,Hair Dryer,Working,2024-09-22,703,268,3,2022,2022
2430,Lamp,Working,2025-04-03,2033,74,24,2017,2027
2430,Air Conditioner,Working,2025-04-11,912,67,13,2016,2025
2430,Hair Dryer,Working,2023-10-30,3779,595,6,2019,2024
2430,Television,Noisy,2024-11-06,4433,223,22,2015,2026
2430,Heater,Working,2025-06-09,3935,8,24,2021,2025
2430,Mini Fridge,Working,2024-02-15,1465,488,3,2014,2022
2430,Coffee Maker,Leaking,2023-05-12,4047,766,5,2015,2021
2431,Hair Dryer,Low performance,2024-10-07,2127,253,9,2018,2022
2431,Television,Working,2023-04-12,2867,796,3,2020,2028
2431,Air Conditioner,Working,2024-11-01,661,227,3,2017,2024
2431,Lamp,Low performance,2024-05-12,3575,401,10,2022,2019
2431,Mini Fridge,Working,2024-10-17,4909,242,22,2021,2025
2431,Heater,Working,2023-10-17,735,608,1,2023,2026
2431,Coffee Maker,Low performance,2024-10-05,2857,255,10,2024,2021
2432,Coffee Maker,Working,2024-10-30,2831,229,12,2018,2028
2432,Hair Dryer,Working,2024-08-14,690,307,2,2019,2016
2432,Heater,Noisy,2023-11-02,3007,593,6,2014,2019
2432,Television,Working,2023-12-01,2562,564,5,2023,2024
2432,Mini Fridge,Working,2025-03-25,5024,83,24,2020,2021
2432,Lamp,Leaking,2023-06-10,3339,737,4,2015,2029
2432,Air Conditioner,Working,2024-12-06,975,193,6,2024,2020
2433,Coffee Maker,Working,2025-03-08,4697,101,24,2023,2022
2433,Television,Working,2023-11-11,4712,583,8,2022,2027
2433,Heater,Flickering,2023-03-10,1530,830,2,2022,2028
2433,Air Conditioner,Working,2024-10-07,2068,253,8,2021,2016
2433,Hair Dryer,Working,2024-03-08,4300,466,9,2024,2022
2433,Mini Fridge,Flickering,2024-12-05,4020,194,20,2019,2027
2433,Lamp,Working,2023-11-06,3799,589,6,2023,2023
2434,Television,Leaking,2023-07-06,4512,712,6,2022,2019
2434,Air Conditioner,Low performance,2023-05-11,877,768,1,2020,2022
2434,Coffee Maker,Flickering,2023-03-05,3622,834,4,2021,2025
2434,Mini Fridge,Working,2024-09-05,4636,285,15,2022,2026
2434,Lamp,Working,2024-06-19,4620,363,12,2016,2020
2434,Hair Dryer,Noisy,2024-05-10,2079,403,6,2022,2022
2435,Heater,Working,2023-03-05,4580,835,6,2018,2028
2435,Hair Dryer,Working,2023-09-07,3015,648,5,2023,2023
2435,Coffee Maker,Working,2025-02-26,4861,110,24,2018,2029
2435,Television,Low performance,2025-05-07,3688,40,24,2017,2018
2435,Lamp,Working,2023-07-07,1392,711,1,2022,2026
2435,Mini Fridge,Working,2025-04-12,2286,65,24,2024,2023
2435,Air Conditioner,Low performance,2023-03-13,3909,827,5,2023,2018
2436,Coffee Maker,Flickering,2024-10-09,4567,250,17,2017,2022
2436,Heater,Working,2023-11-06,2144,589,3,2020,2027
2436,Mini Fridge,Working,2023-10-27,3644,599,5,2018,2026
2436,Television,Low performance,2023-09-14,942,642,1,2015,2022
2436,Air Conditioner,Unresponsive,2023-03-12,4354,828,5,2015,2019
2436,Hair Dryer,Working,2024-12-10,1375,188,7,2022,2017
2436,Lamp,Not Working,2025-04-04,2671,73,24,2022,2026
2437,Heater,Working,2023-05-15,3079,763,4,2018,2020
2437,Coffee Maker,Working,2024-02-11,3172,492,6,2023,2022
2437,Lamp,Working,2023-02-08,704,859,1,2023,2016
2437,Mini Fridge,Working,2024-10-30,2280,230,9,2017,2021
2437,Television,Working,2023-02-23,4386,844,5,2022,2019
2437,Hair Dryer,Working,2024-07-19,618,332,2,2024,2019
2438,Coffee Maker,Working,2023-01-02,4093,897,5,2016,2025
2438,Hair Dryer,Working,2024-08-25,3361,295,12,2016,2021
2438,Air Conditioner,Flickering,2023-07-15,2213,702,3,2023,2024
2438,Lamp,Working,2023-03-15,2742,824,3,2024,2024
2438,Television,Flickering,2025-01-13,4519,155,24,2018,2023
2438,Mini Fridge,Working,2023-08-14,1744,673,2,2020,2018
2439,Lamp,Working,2023-03-10,4043,829,5,2019,2026
2439,Mini Fridge,Working,2023-12-20,2636,544,5,2014,2018
2439,Coffee Maker,Working,2023-11-14,4205,581,7,2022,2021
2439,Television,Working,2024-08-02,908,319,3,2015,2023
2439,Air Conditioner,Noisy,2025-01-03,1327,164,9,2016,2018
2439,Hair Dryer,Working,2024-06-13,2681,369,8,2021,2018
2439,Heater,Working,2025-04-12,3638,65,23,2016,2024
2440,Heater,Low performance,2025-02-07,3704,129,24,2024,2020
2440,Lamp,Flickering,2023-06-22,2858,725,4,2015,2026
2440,Mini Fridge,Working,2025-02-11,4079,126,24,2023,2025
2440,Television,Working,2023-09-05,2755,651,5,2015,2026
2440,Hair Dryer,Overheating,2024-08-31,4905,290,16,2019,2024
2440,Coffee Maker,Working,2023-11-14,3548,581,6,2021,2022
2441,Television,Working,2025-05-18,2904,29,24,2015,2025
2441,Coffee Maker,Working,2023-05-01,1946,777,2,2024,2025
2441,Hair Dryer,Flickering,2023-06-23,4227,724,7,2024,2018
2441,Mini Fridge,Working,2023-04-20,4664,789,7,2015,2022
2441,Heater,Working,2024-11-11,3681,218,17,2015,2026
2441,Air Conditioner,Leaking,2023-11-09,1903,586,3,2021,2021
2442,Air Conditioner,Working,2025-01-04,4896,164,24,2017,2027
2442,Mini Fridge,Working,2024-03-22,3747,452,8,2014,2026
2442,Coffee Maker,Unresponsive,2023-10-12,1441,614,3,2021,2017
2442,Heater,Working,2024-10-06,2190,253,9,2022,2022
2442,Hair Dryer,Working,2024-02-16,782,487,2,2021,2020
2442,Lamp,Unresponsive,2024-09-07,3101,282,10,2014,2022
2443,Television,Working,2024-08-29,2834,292,10,2018,2027
2443,Lamp,Working,2023-09-14,3069,641,5,2024,2027
2443,Coffee Maker,Working,2023-03-13,4316,826,5,2022,2026
2443,Air Conditioner,Unresponsive,2023-10-30,2152,596,4,2024,2019
2443,Mini Fridge,Working,2024-07-03,932,348,3,2016,2029
2443,Heater,Low performance,2024-04-14,2020,428,5,2021,2024
2444,Hair Dryer,Working,2024-12-02,2830,197,15,2022,2027
2444,Air Conditioner,Working,2024-03-07,4468,466,9,2018,2021
2444,Mini Fridge,Working,2024-09-01,2762,289,10,2023,2023
2444,Lamp,Unresponsive,2024-04-21,2806,421,8,2019,2023
2444,Television,Overheating,2023-02-13,1910,854,2,2014,2024
2444,Coffee Maker,Working,2024-01-20,1983,513,4,2022,2019
2445,Heater,Working,2024-04-15,2539,428,6,2023,2022
2445,Mini Fridge,Working,2023-04-15,4005,794,6,2021,2020
2445,Television,Working,2024-09-15,2707,275,11,2024,2020
2445,Coffee Maker,Working,2025-04-03,4609,75,24,2017,2016
2445,Hair Dryer,Unresponsive,2024-09-18,641,271,3,2023,2022
2445,Air Conditioner,Working,2024-03-07,4356,467,8,2024,2024
2445,Lamp,Working,2023-11-14,1880,580,3,2018,2022
2446,Television,Not Working,2024-07-20,4238,332,13,2024,2019
2446,Heater,Working,2024-11-08,1897,221,8,2014,2024
2446,Mini Fridge,Overheating,2023-09-09,1304,646,2,2017,2016
2446,Lamp,Working,2023-06-04,2207,743,3,2015,2022
2446,Coffee Maker,Working,2025-02-14,1568,122,13,2021,2020
2446,Air Conditioner,Low performance,2025-04-11,3146,67,24,2021,2017
2447,Hair Dryer,Working,2023-05-07,1565,772,3,2017,2018
